Stations_ID, Mess_Datum, Qualitaets_Niveau, BEDECKUNGSGRAD,REL_FEUCHTE,DAMPFDRUCK,LUFTTEMPERATUR,LUFTDRUCK_STATIONSHOEHE, WINDGESCHWINDIGKEIT, LUFTTEMP_AM_ERDB_MINIMUM,LUFTTEMPERATUR_MINIMUM,LUFTTEMPERATUR_MAXIMUM, WINDSPITZE_MAXIMUM, NIEDERSCHLAGSHOEHE_IND,NIEDERSCHLAGSHOEHE,SONNENSCHEINDAUER, SCHNEEHOEHE,eor
     3015,20130908,   3,   5.5,   54.00,  11.7,   19.0, 1005.89,   3.4,   11.5,   13.2,   24.0,  10.0,   6,   0.1,    6.783,   0,eor
     3015,20130909,   3,   6.2,   87.25,  13.3,   13.3, 1001.68,   3.4,    8.1,    9.4,   16.4,  15.0,   6,   5.9,    0.167,   0,eor
     3015,20130910,   3,   5.5,   86.79,  12.5,   12.5, 1000.82,   2.8,    7.6,    8.9,   19.1,   8.1,   6,   2.8,    0.917,   0,eor
     3015,20130911,   3,   4.4,   87.33,  11.7,   11.3,  999.45,   2.4,    7.0,    8.0,   14.9,   7.7,   6,   0.1,    3.300,   0,eor
     3015,20130912,   3,   7.6,   87.88,  12.7,   12.5, 1000.88,   1.6,    9.5,    9.7,   17.5,   5.0,   6,   0.0,    1.650,   0,eor
     3015,20130913,   3,   6.2,   80.50,  13.3,   14.7, 1003.92,   2.8,    8.2,   10.2,   19.3,   9.3,   6,   0.0,    5.550,   0,eor
     3015,20130914,   3,   5.8,   79.29,  13.9,   15.6, 1000.68,   2.7,   11.2,   12.1,   21.2,   7.1,   0,   0.0,    6.917,   0,eor
     3015,20130915,   3,   7.3,   84.63,  14.1,   14.7,  996.22,   3.0,   12.5,   13.2,   18.1,  10.3,   6,   0.2,    1.400,   0,eor
     3015,20130916,   3,   7.7,   86.92,  13.2,   13.2,  988.93,   3.2,   10.1,   10.3,   16.4,  11.2,   6,   6.8,    0.667,   0,eor
     3015,20130917,   3,   5.3,   78.46,   9.9,   10.7,  989.48,   3.5,    5.5,    7.0,   15.3,   9.4,   0,   0.0,    6.567,   0,eor
     3015,20130918,   3,   6.6,   90.92,  10.6,    9.0,  985.51,   3.1,    4.5,    5.9,   12.5,   8.5,   6,   2.7,    0.317,   0,eor
     3015,20130919,   3,   5.6,   85.88,  10.9,   10.6,  995.48,   4.0,    6.8,    7.8,   14.7,   9.6,   6,   1.6,    2.500,   0,eor
     3015,20130920,   3,   7.9,   92.13,  12.8,   11.8, 1000.18,   2.1,    8.8,    9.4,   14.0,   6.7,   6,   9.0,    0.033,   0,eor
     3015,20130921,   3,   6.7,   89.46,  13.1,   12.8, 1010.46,   2.2,    8.3,   10.5,   17.1,   7.1,   6,   0.0,    2.867,   0,eor
     3015,20130922,   3,   7.6,   81.29,  13.0,   14.1, 1011.17,   4.2,    9.3,   10.2,   17.3,  12.5,   6,   0.3,    2.117,   0,eor
     3015,20130923,   3,   7.8,   86.88,  15.1,   15.3, 1005.22,   5.7,   13.1,   13.3,   17.0,  14.7,   6,   2.5,    0.367,   0,eor
     3015,20130924,   3,   7.4,   97.21,  14.1,   12.5, 1002.01,   3.0,    6.7,    9.4,   14.1,   9.3,   6,   3.9,    0.000,   0,eor
     3015,20130925,   3,   6.0,   88.83,  10.7,    9.8, 1001.28,   2.3,    3.7,    5.8,   12.7,   8.8,   6,   1.9,    0.450,   0,eor
     3015,20130926,   3,   5.8,   93.17,  10.2,    8.3, 1000.50,   2.3,    2.4,    5.0,   11.5,   9.0,   6,   1.2,    1.033,   0,eor
     3015,20130927,   3,   3.6,   84.88,   9.2,    8.5, 1005.50,   2.9,    1.4,    3.4,   14.7,   7.7,   0,   0.0,    7.750,   0,eor
     3015,20130928,   3,   2.9,   85.42,   9.6,    8.9, 1004.50,   2.0,    1.9,    4.3,   15.4,   6.2,   0,   0.0,    4.583,   0,eor
     3015,20130929,   3,   1.3,   77.04,   8.6,    8.9, 1005.86,   3.3,    3.7,    4.8,   14.2,   9.9,   0,   0.0,   10.783,   0,eor
     3015,20130930,   3,   2.0,   73.83,   7.8,    8.3, 1004.19,   3.6,    2.5,    3.8,   13.7,  12.1,   0,   0.0,   10.633,   0,eor
     3015,20131001,   3,   2.3,   72.00,   7.5,    7.9, 1005.87,   2.9,    2.1,    3.6,   13.8,   7.7,   0,   0.0,    7.883,   0,eor
     3015,20131002,   3,   1.4,   67.00,   6.8,    7.5, 1013.48,   3.0,    1.4,    3.3,   12.6,   8.0,   0,   0.0,   10.750,   0,eor
     3015,20131003,   3,   0.0,   65.17,   6.0,    6.3, 1016.55,   4.3,    0.4,    1.6,   11.6,  11.7,   0,   0.0,   10.767,   0,eor
     3015,20131004,   3,   3.0,   57.96,   6.0,    8.0, 1011.61,   4.2,    0.6,    1.9,   14.3,  11.2,   0,   0.0,    9.100,   0,eor
     3015,20131005,   3,   5.7,   63.25,   7.5,    9.5, 1005.99,   2.3,    3.8,    4.8,   14.3,   6.6,   0,   0.0,    5.083,   0,eor
     3015,20131006,   3,   7.9,   92.92,  12.6,   11.4, 1010.97,   1.6,    9.5,    9.5,   13.4,   3.7,   6,   0.0,    0.000,   0,eor
     3015,20131007,   3,   7.8,   87.13,  13.2,   13.3, 1014.69,   1.3,   11.0,   11.7,   16.2,   3.6,   0,   0.0,    0.000,   0,eor
     3015,20131008,   3,   4.5,   80.75,  11.5,   12.4, 1012.37,   1.6,    4.4,    7.3,   17.3,   3.7,   0,   0.0,    4.883,   0,eor
     3015,20131009,   3,   6.5,   82.21,  11.5,   12.1, 1003.62,   2.6,    4.1,    6.9,   15.8,   7.4,   6,   0.9,    0.267,   0,eor
     3015,20131010,   3,   8.0,   95.25,  12.7,   11.2,  994.54,   2.3,    9.2,    9.0,   13.2,   7.2,   6,  14.6,    0.000,   0,eor
     3015,20131011,   3,   7.7,   86.33,  13.3,   13.6, 1002.70,   3.7,   10.0,   10.4,   18.1,  10.5,   6,   4.8,    1.683,   0,eor
     3015,20131012,   3,   7.8,   93.71,  13.6,   12.5, 1006.15,   3.1,    9.7,   10.3,   13.9,  17.5,   6,   2.5,    0.000,   0,eor
     3015,20131013,   3,   4.5,   87.71,   9.9,    8.8, 1007.59,   2.4,    2.1,    4.6,   12.3,   8.3,   0,   0.0,    4.333,   0,eor
     3015,20131014,   3,   5.2,   80.79,   9.9,   10.2, 1007.04,   2.7,    3.2,    4.7,   16.7,   6.4,   6,   0.0,    7.517,   0,eor
     3015,20131015,   3,   6.6,   90.67,  11.2,   10.0,  997.27,   2.3,    4.9,    7.1,   12.9,   5.9,   6,   9.4,    1.017,   0,eor
     3015,20131016,   3,   7.5,   94.88,  10.6,    8.6,  998.97,   2.4,    4.7,    6.4,   10.4,   7.0,   6,   0.0,    0.050,   0,eor
     3015,20131017,   3,   6.6,   87.29,  10.9,   10.3,  996.17,   5.3,    4.7,    5.5,   14.7,  17.9,   6,   4.7,    1.233,   0,eor
     3015,20131018,   3,   4.4,   78.96,   9.0,    8.9, 1003.45,   4.7,    0.9,    3.8,   12.2,  14.2,   0,   0.0,    4.750,   0,eor
     3015,20131019,   3,   4.7,   81.83,   8.6,    7.6, 1004.79,   3.1,   -0.4,    1.9,   13.5,   7.4,   6,   0.0,    6.850,   0,eor
     3015,20131020,   3,   7.0,   85.79,  14.6,   14.9, 1000.93,   3.1,   10.3,   11.1,   19.0,   9.2,   6,  11.2,    3.833,   0,eor
     3015,20131021,   3,   5.7,   86.67,  13.9,   14.1, 1002.46,   3.6,    9.6,   11.6,   17.6,   8.9,   0,   0.0,    5.150,   0,eor
     3015,20131022,   3,   3.4,   84.08,  13.9,   14.7, 1000.96,   2.8,    8.6,    9.6,   20.6,   7.0,   0,   0.0,    8.400,   0,eor
     3015,20131023,   3,   5.3,   78.50,  14.4,   16.1,  996.56,   3.5,   11.1,   12.6,   19.7,  10.0,   6,   0.0,    2.350,   0,eor
     3015,20131024,   3,   3.3,   83.71,  12.8,   13.4, 1004.30,   3.3,    4.8,    9.2,   17.0,   8.8,   0,   0.0,    4.917,   0,eor
     3015,20131025,   3,   5.9,   88.33,  12.5,   11.9, 1005.21,   2.7,    3.5,    6.3,   15.7,   6.2,   6,   0.0,    0.367,   0,eor
     3015,20131026,   3,   6.2,   85.58,  15.0,   15.3, 1000.36,   3.5,   12.1,   12.6,   18.3,  10.2,   6,   6.4,    1.033,   0,eor
     3015,20131027,   3,   5.8,   82.33,  14.3,   15.3,  994.31,   5.5,   10.4,   11.5,   18.6,  16.2,   6,   5.5,    2.717,   0,eor
     3015,20131028,   3,   6.0,   69.46,  11.9,   15.2,  989.19,   7.3,   10.6,   11.8,   20.7,  23.0,   6,   1.7,    0.317,   0,eor
     3015,20131029,   3,   3.5,   65.88,   9.3,   12.1,  998.39,   6.0,    7.1,    8.3,   14.8,  14.9,   0,   0.0,    4.100,   0,eor
     3015,20131030,   3,   2.7,   76.54,   8.5,    8.5, 1008.19,   4.5,    0.5,    4.8,   12.4,  10.9,   6,   0.8,    6.000,   0,eor
     3015,20131031,   3,   1.0,   79.46,   7.3,    6.1, 1012.25,   2.7,   -0.1,    1.6,   11.7,   8.6,   0,   0.0,    8.633,   0,eor
     3015,20131101,   3,   6.3,   81.00,   8.6,    7.7, 1004.07,   3.3,    2.3,    3.9,   10.3,   7.9,   6,   0.2,    0.533,   0,eor
     3015,20131102,   3,   8.0,   92.79,  11.2,    9.6,  992.20,   3.1,    6.1,    6.6,   12.1,   7.8,   6,   3.7,    0.000,   0,eor
     3015,20131103,   3,   6.0,   88.96,  10.8,    9.7,  988.56,   4.8,    5.1,    6.5,   12.1,  12.6,   6,   2.2,    0.233,   0,eor
     3015,20131104,   3,   6.5,   79.29,   8.9,    8.6,  980.70,   5.3,    4.4,    5.7,   12.5,  14.6,   6,   1.1,    0.017,   0,eor
     3015,20131105,   3,   6.0,   84.04,   8.5,    7.1,  983.39,   4.4,    2.3,    3.7,    9.4,  10.7,   6,   0.8,    1.417,   0,eor
     3015,20131106,   3,   7.1,   88.83,   8.4,    6.2,  985.18,   4.7,    3.2,    3.8,    8.9,  13.6,   6,   6.7,    0.617,   0,eor
     3015,20131107,   3,   8.0,   95.25,  12.4,   10.7,  992.12,   4.6,    6.6,    7.1,   14.8,  14.4,   6,   5.9,    0.000,   0,eor
     3015,20131108,   3,   7.5,   96.54,  11.0,    8.9,  997.21,   1.7,    5.1,    7.1,   10.3,   7.4,   6,   2.3,    0.433,   0,eor
     3015,20131109,   3,   4.9,   79.17,   9.2,    9.0,  994.95,   5.1,    2.2,    3.9,   12.0,  15.4,   6,   0.0,    1.167,   0,eor
     3015,20131110,   3,   5.5,   84.00,   7.7,    5.7,  993.82,   3.5,    1.2,    2.8,    8.6,   8.7,   6,   0.0,    0.017,   0,eor
     3015,20131111,   3,   5.0,   93.96,   8.0,    4.7, 1013.82,   2.6,   -1.5,    1.0,    7.6,   5.8,   6,   0.0,    0.250,   0,eor
     3015,20131112,   3,   4.5,   87.88,   6.9,    3.6, 1014.33,   2.6,   -1.9,   -0.3,    7.9,   5.8,   6,   2.1,    3.683,   0,eor
     3015,20131113,   3,   4.5,   92.42,   8.5,    5.7, 1014.41,   3.2,   -1.4,    2.0,    9.2,   9.0,   0,   0.0,    3.117,   0,eor
     3015,20131114,   3,   4.8,   96.71,   7.3,    2.9, 1009.99,   2.2,   -2.1,   -0.4,    7.1,   5.4,   0,   0.0,    2.683,   0,eor
     3015,20131115,   3,   8.0,   90.46,   7.2,    3.7, 1014.88,   1.4,    2.9,    3.0,    4.3,   5.6,   0,   0.0,    0.000,   0,eor
     3015,20131116,   3,   5.9,   88.21,   6.5,    2.7, 1016.35,   3.7,   -1.9,    0.2,    5.6,   7.7,   6,   0.0,    3.517,   0,eor
     3015,20131117,   3,   7.9,   97.00,   7.6,    3.5, 1012.35,   2.3,    1.2,    1.2,    5.4,   7.5,   6,   0.1,    0.000,   0,eor
     3015,20131118,   3,   7.8,   90.29,   8.0,    5.2, 1000.80,   2.9,    3.3,    3.8,    6.3,   8.3,   0,   0.0,    0.250,   0,eor
     3015,20131119,   3,   8.0,   86.04,   8.4,    6.6,  994.40,   1.8,    4.0,    5.7,    8.2,   5.2,   6,   4.5,    0.000,   0,eor
     3015,20131120,   3,   8.0,   97.08,   8.2,    4.5,  988.75,   2.8,    3.3,    3.2,    6.5,   7.8,   6,   2.5,    0.000,   0,eor
     3015,20131121,   3,   8.0,   95.13,   7.3,    3.2,  991.94,   2.2,    2.8,    2.8,    3.9,   8.8,   6,   5.7,    0.000,   0,eor
     3015,20131122,   3,   8.0,   98.63,   8.1,    4.2,  996.37,   2.5,    2.9,    2.9,    5.3,   7.8,   6,   0.8,    0.000,   0,eor
     3015,20131123,   3,   8.0,   97.17,   9.0,    5.8, 1002.85,   2.1,    4.2,    4.4,    6.9,   8.6,   6,   0.0,    0.000,   0,eor
     3015,20131124,   3,   5.5,   89.46,   6.6,    2.6, 1004.23,   3.3,   -3.1,   -1.4,    4.4,  13.4,   6,   0.5,    0.000,   0,eor
     3015,20131125,   3,   1.2,   85.17,   5.3,    0.2, 1011.01,   4.1,   -3.9,   -2.1,    4.0,   9.1,   0,   0.0,    7.300,   0,eor
     3015,20131126,   3,   1.0,   86.38,   4.8,   -1.2, 1017.35,   2.3,   -7.5,   -3.7,    3.1,   5.8,   0,   0.0,    7.433,   0,eor
     3015,20131127,   3,   5.6,   93.13,   5.4,   -1.0, 1017.07,   4.1,   -7.6,   -4.5,    3.0,  10.4,   6,   0.1,    1.350,   0,eor
     3015,20131128,   3,   7.4,   85.79,   7.8,    5.7, 1010.31,   6.1,    2.5,    2.9,    7.6,  14.8,   6,   0.3,    0.900,   0,eor
     3015,20131129,   3,   6.8,   90.42,   7.5,    4.2, 1002.97,   5.2,    0.8,    2.6,    5.7,  14.4,   6,   6.7,    0.000,   0,eor
     3015,20131130,   3,   7.6,   96.83,   7.7,    3.6, 1000.84,   3.9,    1.6,    2.8,    4.4,  12.2,   6,   0.3,    0.000,   0,eor
     3015,20131201,   3,   7.3,   91.92,   8.1,    5.1, 1010.41,   5.6,   -1.4,    2.6,    7.1,  13.5,   6,   0.0,    0.017,   0,eor
     3015,20131202,   3,   4.2,   96.54,   6.4,    1.2, 1021.33,   1.9,   -4.9,   -1.4,    6.6,   4.6,   6,   0.0,    5.983,   0,eor
     3015,20131203,   3,   4.5,   95.08,   5.7,   -0.3, 1016.37,   2.5,   -5.0,   -2.2,    2.6,   5.7,   0,   0.0,    4.767,   0,eor
     3015,20131204,   3,   5.8,   97.58,   6.0,    0.0, 1008.03,   4.4,   -5.2,   -2.9,    4.0,  11.5,   6,   2.5,    0.000,   0,eor
     3015,20131205,   3,   7.0,   89.17,   6.5,    2.5,  998.60,   7.8,    0.0,    0.4,    3.9,  23.9,   8,   2.4,    0.467,   0,eor
     3015,20131206,   3,   6.7,   84.25,   5.5,    0.9,  989.75,  11.4,   -0.1,    0.0,    2.0,  27.1,   8,   0.4,    0.000,   0,eor
     3015,20131207,   3,   6.1,   81.33,   5.2,    0.7, 1004.25,   7.4,   -1.0,   -0.1,    2.0,  19.2,   7,   2.5,    1.533,   0,eor
     3015,20131208,   3,   8.0,   95.00,   7.1,    2.7, 1007.33,   4.6,   -0.9,   -0.4,    7.1,  15.1,   8,   4.7,    0.000,   4,eor
     3015,20131209,   3,   8.0,   97.21,  10.4,    7.9, 1007.97,   5.6,    5.7,    6.3,    8.6,  15.1,   6,   5.4,    0.000,   0,eor
     3015,20131210,   3,   8.0,   99.54,  10.2,    7.3, 1020.79,   2.5,    5.6,    5.5,    8.9,   7.0,   6,   0.4,    0.000,   0,eor
     3015,20131211,   3,   8.0,   97.13,   8.9,    5.7, 1020.74,   3.3,    4.1,    3.9,    7.8,   7.2,   6,   0.0,    0.000,   0,eor
     3015,20131212,   3,   8.0,   99.25,   7.4,    2.7, 1016.93,   2.5,    2.1,    1.7,    3.9,   6.2,   0,   0.0,    0.000,   0,eor
     3015,20131213,   3,   7.2,  100.00,   6.2,    0.2, 1011.47,   2.4,   -1.2,   -0.7,    2.1,   5.6,   0,   0.0,    0.517,   0,eor
     3015,20131214,   3,   8.0,   99.38,   6.4,    0.7, 1011.90,   3.4,   -0.7,   -1.1,    3.5,   8.4,   6,   0.0,    0.000,   0,eor
     3015,20131215,   3,   6.3,   93.17,   7.5,    3.8, 1014.91,   4.3,    0.3,    1.2,    5.7,  10.4,   6,   0.2,    0.000,   0,eor
     3015,20131216,   3,   2.3,   73.92,   6.1,    4.6, 1014.01,   3.9,   -1.1,    0.3,   10.2,   9.4,   0,   0.0,    6.600,   0,eor
     3015,20131217,   3,   3.6,   72.54,   5.7,    3.7, 1012.30,   3.1,   -1.6,    0.0,    8.4,   7.9,   0,   0.0,    4.817,   0,eor
     3015,20131218,   3,   6.3,   87.83,   5.6,    0.6, 1008.84,   3.1,   -2.0,   -1.3,    2.7,   6.1,   0,   0.0,    1.167,   0,eor
     3015,20131219,   3,   6.5,   83.50,   5.8,    1.7,  998.98,   3.7,   -1.1,   -0.2,    4.2,   8.8,   6,   0.3,    0.000,   0,eor
     3015,20131220,   3,   6.0,   88.96,   6.8,    3.0, 1008.72,   3.5,   -1.3,    0.7,    6.0,  10.0,   6,   0.0,    0.000,   0,eor
     3015,20131221,   3,   4.8,   75.71,   6.0,    3.6, 1013.82,   5.3,    0.4,    1.6,    6.5,  14.9,   6,   0.2,    4.083,   0,eor
     3015,20131222,   3,   7.4,   79.67,   8.3,    7.4, 1003.90,   4.8,    1.6,    2.6,   10.3,  16.1,   6,   3.4,    1.117,   0,eor
     3015,20131223,   3,   4.6,   84.21,   8.0,    6.3, 1002.25,   4.7,    1.8,    3.6,   10.1,  13.1,   0,   0.0,    3.667,   0,eor
     3015,20131224,   3,   7.1,   74.00,   7.4,    6.9,  990.47,   4.5,    4.2,    5.6,    7.8,  12.3,   0,   0.0,    0.250,   0,eor
     3015,20131225,   3,   7.7,   77.00,   7.9,    7.4,  982.37,   3.0,    2.6,    5.3,    9.4,   9.5,   6,   0.2,    0.267,   0,eor
     3015,20131226,   3,   7.2,   93.00,   8.2,    5.2,  983.65,   2.4,   -0.4,    2.7,    7.4,   7.0,   6,   0.2,    1.783,   0,eor
     3015,20131227,   3,   4.6,   81.92,   7.7,    6.1,  992.28,   4.3,    3.7,    4.8,    7.8,  11.8,   0,   0.0,    3.933,   0,eor
     3015,20131228,   3,   5.9,   74.75,   7.3,    6.7,  990.98,   3.8,    3.6,    5.0,    8.1,   9.7,   6,   1.9,    0.050,   0,eor
     3015,20131229,   3,   7.1,   87.71,   8.0,    5.6, 1000.62,   4.6,    0.9,    2.4,    6.5,  14.9,   6,   0.1,    0.000,   0,eor
     3015,20131230,   3,   1.5,   87.67,   6.2,    1.9, 1013.27,   3.3,   -3.8,   -1.6,    5.5,   8.8,   0,   0.0,    7.000,   0,eor
     3015,20131231,   3,   2.3,   90.75,   5.7,    0.3, 1008.56,   3.1,   -3.5,   -1.9,    3.5,   6.8,   0,   0.0,    4.633,   0,eor
     3015,20140101,   3,   3.5,   88.04,   5.8,    1.1, 1001.20,   3.1,   -2.6,   -1.3,    4.1,   7.8,   6,   0.0,    1.683,   0,eor
     3015,20140102,   3,   5.9,   84.63,   6.4,    3.0,  995.03,   3.4,   -1.3,    0.1,    5.7,   7.6,   6,   0.0,    0.800,   0,eor
     3015,20140103,   3,   5.2,   85.63,   7.5,    5.2,  997.11,   3.4,    0.2,    1.7,    8.4,   9.3,   6,   0.0,    4.900,   0,eor
     3015,20140104,   3,   6.2,   80.46,   7.7,    6.4,  996.00,   4.0,    2.8,    4.6,    8.6,  11.6,   6,   0.4,    1.533,   0,eor
     3015,20140105,   3,   6.3,   92.92,   8.4,    5.5,  992.84,   3.6,   -1.3,    1.6,    7.4,   8.6,   6,   1.7,    0.217,   0,eor
     3015,20140106,   3,   4.7,   88.67,   7.0,    3.7,  999.36,   3.5,   -1.6,   -0.3,    6.7,   8.8,   6,   5.6,    2.133,   0,eor
     3015,20140107,   3,   4.3,   86.38,   9.2,    8.0, 1001.66,   4.6,    4.2,    6.0,   11.2,  12.5,   6,   1.7,    6.483,   0,eor
     3015,20140108,   3,   6.2,   87.29,   9.3,    7.8, 1003.63,   4.7,    1.0,    4.0,   10.7,  16.0,   6,   3.0,    0.783,   0,eor
     3015,20140109,   3,   6.5,   87.17,   8.8,    7.1,  995.25,   5.1,    1.1,    2.5,   12.0,  16.6,   6,   0.9,    0.067,   0,eor
     3015,20140110,   3,   7.7,   72.75,   7.0,    6.3,  997.64,   8.4,    4.1,    5.0,    7.8,  17.8,   6,   0.0,    0.100,   0,eor
     3015,20140111,   3,   4.7,   82.25,   7.0,    4.7, 1000.38,   5.4,    2.2,    3.1,    7.3,  15.7,   6,   2.6,    6.400,   0,eor
     3015,20140112,   3,   6.8,   79.83,   6.4,    3.9, 1005.27,   7.2,   -0.3,    0.8,    5.2,  19.9,   6,   0.0,    1.117,   0,eor
     3015,20140113,   3,   6.5,   89.71,   6.0,    1.3, 1001.43,   2.6,   -3.8,   -1.0,    3.4,   7.2,   0,   0.0,    0.067,   0,eor
     3015,20140114,   3,   8.0,   95.96,   7.2,    2.9,  996.45,   1.8,    1.3,    1.6,    3.8,   5.5,   6,   1.9,    0.000,   0,eor
     3015,20140115,   3,   8.0,   95.46,   6.7,    1.9,  998.07,   1.6,    1.0,    1.1,    3.1,   5.5,   6,   0.0,    0.000,   0,eor
     3015,20140116,   3,   8.0,   98.46,   6.7,    1.5,  994.67,   3.8,    0.4,    0.7,    2.8,  10.2,   8,   6.2,    0.000,   0,eor
     3015,20140117,   3,   7.8,   97.21,   8.2,    4.5,  991.97,   2.3,    0.6,    2.8,    6.1,   5.5,   6,   0.2,    0.000,   0,eor
     3015,20140118,   3,   5.4,   94.00,   7.2,    3.1,  995.87,   3.5,   -1.2,    0.0,    7.4,  12.5,   6,   0.0,    5.417,   0,eor
     3015,20140119,   3,   8.0,   96.67,   6.1,    0.3,  994.75,   4.6,   -2.2,   -2.6,    4.0,  11.6,   6,   0.0,    0.000,   0,eor
     3015,20140120,   3,   8.0,   96.63,   5.0,   -2.4,  994.70,   3.8,   -2.7,   -3.0,   -1.8,  10.7,   8,   0.7,    0.000,   0,eor
     3015,20140121,   3,   8.0,   95.50,   4.5,   -3.5,  999.01,   2.1,   -4.3,   -4.7,   -2.3,   5.5,   7,   1.3,    0.000,   0,eor
     3015,20140122,   3,   8.0,   93.08,   3.8,   -5.5, 1004.52,   2.4,   -5.9,   -6.1,   -4.6,   6.3,   7,   0.0,    0.000,   2,eor
     3015,20140123,   3,   7.8,   90.33,   3.6,   -5.9, 1007.03,   3.2,   -6.4,   -6.7,   -5.3,   8.5,   7,   0.0,    0.017,   2,eor
     3015,20140124,   3,   7.6,   85.38,   3.1,   -7.3, 1006.49,   3.9,  -13.8,  -13.0,   -5.4,  10.9,   7,   0.6,    0.000,   2,eor
     3015,20140125,   3,   4.9,   80.50,   1.9,  -12.1, 1010.61,   2.9,  -16.6,  -13.9,   -8.7,   9.7,   7,   0.0,    6.367,   2,eor
     3015,20140126,   3,   6.0,   83.08,   2.0,  -11.9,  998.77,   3.9,  -15.1,  -14.3,   -9.1,  11.1,   7,   0.0,    3.867,   2,eor
     3015,20140127,   3,   7.5,   90.79,   3.9,   -5.0,  987.36,   4.3,   -8.7,   -9.2,   -2.4,   9.6,   7,   0.9,    0.000,   2,eor
     3015,20140128,   3,   6.2,   91.38,   4.1,   -4.1,  993.44,   3.7,   -7.3,   -6.7,   -2.2,   9.4,   7,   0.0,    0.000,   3,eor
     3015,20140129,   3,   7.8,   83.42,   3.1,   -6.6,  997.04,   4.4,   -8.0,   -7.5,   -5.6,  11.1,   7,   0.0,    0.000,   3,eor
     3015,20140130,   3,   7.4,   85.25,   3.4,   -5.6, 1001.81,   5.0,   -7.9,   -7.3,   -3.7,  11.2,   7,   0.0,    0.383,   3,eor
     3015,20140131,   3,   5.9,   86.21,   4.8,   -1.5,  998.48,   3.8,   -6.1,   -5.6,    2.0,  11.2,   7,   0.0,    0.000,   3,eor
     3015,20140201,   3,   5.5,   85.00,   5.9,    1.8,  994.27,   3.3,   -5.2,   -2.0,    5.8,   8.0,   6,   6.8,    5.850,   3,eor
     3015,20140202,   3,   8.0,   93.96,   6.4,    1.5, 1001.59,   2.3,    0.7,    0.9,    2.3,   5.6,   6,   0.3,    0.000,   0,eor
     3015,20140203,   3,   5.5,   92.71,   6.1,    0.9, 1004.75,   3.1,   -1.6,   -0.4,    3.3,   8.3,   6,   0.0,    1.167,   0,eor
     3015,20140204,   3,   0.3,   78.46,   5.1,    1.0,  999.93,   3.3,   -2.5,   -1.5,    5.7,   9.2,   0,   0.0,    8.033,   0,eor
     3015,20140205,   3,   2.2,   83.96,   5.4,    0.7,  992.61,   3.0,   -3.4,   -2.3,    5.2,   8.1,   0,   0.0,    7.817,   0,eor
     3015,20140206,   3,   6.2,   80.96,   6.6,    4.0,  993.43,   3.8,    0.2,    0.9,    8.6,   9.4,   6,   0.0,    2.050,   0,eor
     3015,20140207,   3,   7.3,   71.42,   6.7,    6.1,  985.73,   5.1,    0.6,    1.9,   10.5,  16.9,   6,   0.0,    0.350,   0,eor
     3015,20140208,   3,   6.3,   69.29,   6.6,    6.3,  987.28,   4.0,    1.6,    3.3,    9.4,  12.5,   6,   0.2,    4.133,   0,eor
     3015,20140209,   3,   4.9,   68.42,   6.4,    6.1,  984.41,   4.6,    0.1,    1.9,    8.6,  13.2,   0,   0.0,    3.817,   0,eor
     3015,20140210,   3,   4.0,   72.88,   5.6,    3.6,  988.27,   3.2,   -2.8,   -1.3,    9.4,   8.8,   0,   0.0,    7.300,   0,eor
     3015,20140211,   3,   6.2,   73.58,   6.3,    4.7,  988.60,   5.0,   -0.9,    1.2,    8.1,  13.1,   6,   0.0,    1.083,   0,eor
     3015,20140212,   3,   2.7,   75.67,   5.6,    2.7,  994.70,   3.4,   -2.3,   -0.9,    7.5,   8.4,   8,   0.0,    3.717,   0,eor
     3015,20140213,   3,   6.6,   73.79,   6.2,    4.6,  986.23,   4.0,   -1.3,   -0.4,    9.4,  16.4,   6,   0.8,    3.467,   0,eor
     3015,20140214,   3,   6.3,   78.04,   6.5,    4.4,  993.06,   5.5,   -1.8,    1.6,    8.3,  15.4,   8,   0.0,    3.900,   0,eor
     3015,20140215,   3,   7.6,   73.21,   7.0,    6.2,  990.15,   4.5,    2.3,    2.9,    9.6,  11.2,   6,   1.5,    0.050,   0,eor
     3015,20140216,   3,   4.5,   77.21,   7.5,    6.6,  994.28,   5.7,    0.7,    2.5,    9.8,  14.6,   6,   0.1,    4.883,   0,eor
     3015,20140217,   3,   5.0,   76.58,   6.7,    5.2, 1001.89,   3.7,   -0.7,    0.5,   10.3,   9.2,   6,   0.1,    6.983,   0,eor
     3015,20140218,   3,   5.0,   81.79,   6.6,    4.0, 1003.92,   2.4,   -3.0,   -0.3,    7.9,   4.8,   0,   0.0,    4.100,   0,eor
     3015,20140219,   3,   7.8,   84.29,   7.5,    5.2,  998.49,   3.7,    1.1,    2.4,    8.2,  10.7,   6,   0.0,    0.200,   0,eor
     3015,20140220,   3,   5.1,   82.25,   7.7,    6.1,  999.70,   2.9,    1.4,    3.1,   10.2,   8.4,   0,   0.0,    3.900,   0,eor
     3015,20140221,   3,   6.7,   87.79,   8.3,    6.0,  994.14,   3.5,    0.6,    2.6,    8.8,  11.1,   6,   1.1,    0.133,   0,eor
     3015,20140222,   3,   2.2,   76.33,   6.6,    5.2, 1001.96,   3.7,   -1.4,    0.7,   10.2,  10.6,   0,   0.0,    8.350,   0,eor
